name,brand,link,rating,votes,genre
Epic Woman  Eau de Parfum,Amouage,https://www.parfumo.com/Perfumes/Amouage/Epic_Woman,8.0,629,Women
Vol de Nuit  Eau de Toilette,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Vol_de_Nuit,8.2,541,Women
Coco  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Coco_Eau_de_Toilette,8.6,403,Women
Sun  Eau de Toilette,Jil Sander,https://www.parfumo.com/Perfumes/Jil_Sander/sun-eau-de-toilette,7.0,1467,Women
Shalimar Philtre de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/shalimar-philtre-de-parfum,8.5,427,Women
Poême  Eau de Parfum,Lancôme,https://www.parfumo.com/Perfumes/Lancome/Pome_Eau_de_Parfum,8.1,562,Women
N°5  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/N5_Eau_de_Parfum,8.4,456,Women
Valaya  Eau de Parfum,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/valaya-eau-de-parfum,7.3,1051,Women
The One  Eau de Parfum,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/The_One_Eau_de_Parfum,7.4,957,Women
Cheirosa '71,Sol de Janeiro,https://www.parfumo.com/Perfumes/Sol_de_Janeiro/cheirosa-71,7.8,722,Women
Obsession  Eau de Parfum,Calvin Klein,https://www.parfumo.com/Perfumes/Calvin_Klein/Obsession_Eau_de_Parfum,7.7,776,Women
Midnight Poison  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/Midnight_Poison_Eau_de_Parfum,8.2,512,Women
Angham  Eau de Parfum,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/angham-eau-de-parfum-1,8.5,430,Women
Green Tea  Eau Parfumée,Elizabeth Arden,https://www.parfumo.com/Perfumes/Elizabeth_Arden/Green_Tea,7.4,941,Women
Safanad,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Safanad,7.9,630,Women
N°5 L'Eau  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/N5_L_Eau,7.9,615,Women
Aqua Allegoria Pamplelune,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Aqua_Allegoria_Pamplelune,7.8,714,Women
Lyric Woman  Eau de Parfum,Amouage,https://www.parfumo.com/Perfumes/Amouage/Lyric_Woman,8.0,583,Women
La Petite Robe Noire (2012)  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/La_Petite_Robe_Noire,7.3,991,Women
For Her  Eau de Parfum,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/For_Her_Eau_de_Parfum,7.5,890,Women
Shalimar  Extrait,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Shalimar_Extrait,9.0,282,Women
Narciso  Eau de Parfum Rouge,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/Narciso_Eau_de_Parfum_Rouge,7.9,616,Women
Her  Eau de Parfum,Burberry,https://www.parfumo.com/Perfumes/Burberry/her-eau-de-parfum,7.3,1021,Women
Eau des Merveilles  Eau de Toilette,Hermès,https://www.parfumo.com/Perfumes/Hermes/eau-des-merveilles-eau-de-toilette,7.7,756,Women
Pink Molécule 090·09,Zarkoperfume,https://www.parfumo.com/Perfumes/Zarko_Perfume/Pink_Molecule_090_09,7.7,705,Women
Angel  Eau de Parfum,Mugler,https://www.parfumo.com/Perfumes/mugler/Angel,6.8,1678,Women
Luna  Eau de Toilette,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/Luna,7.9,593,Women
La Vie est Belle (L'Eau de Parfum),Lancôme,https://www.parfumo.com/Perfumes/Lancome/la-vie-est-belle-l-eau-de-parfum,6.6,2061,Women
Poison  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Poison_Eau_de_Toilette,8.3,437,Women
Paradoxe  Eau de Parfum,Prada,https://www.parfumo.com/Perfumes/Prada/paradoxe-eau-de-parfum,7.0,1298,Women
Terracotta,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/terracotta-terracotta-le-parfum,7.6,774,Women
Boudoir  Eau de Parfum,Vivienne Westwood,https://www.parfumo.com/Perfumes/Vivienne_Westwood/Boudoir,7.9,594,Women
Black Opium  Eau de Parfum Over Red,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/black-opium-eau-de-parfum-over-red,7.9,578,Women
N°19  Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/N19_Parfum,8.1,501,Women
Eau de Shalimar,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Eau_de_Shalimar,8.3,417,Women
Idôle,Lancôme,https://www.parfumo.com/Perfumes/Lancome/Idole,7.3,910,Women
Emporio Armani...lei/elle/she/ella/女...,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Emporio_Armani__leiellesheella__,7.6,701,Women
Dune  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Dune,7.8,622,Women
Ôud Bouquet,Lancôme,https://www.parfumo.com/Perfumes/Lancome/oud-bouquet,8.1,495,Women
Classique Essence de Parfum,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Classique_Essence_de_Parfum,8.5,376,Women
Noa  Eau de Toilette,Cacharel,https://www.parfumo.com/Perfumes/Cacharel/Noa,7.6,721,Women
L'Interdit  Eau de Parfum Intense,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/l-interdit-eau-de-parfum-intense,8.1,472,Women
Cašmir  Eau de Parfum,Chopard,https://www.parfumo.com/Perfumes/Chopard/Camir_Eau_de_Parfum,7.2,962,Women
Attrape-Rêves,Louis Vuitton,https://www.parfumo.com/Perfumes/Louis_Vuitton/Attrape_Rves,8.1,493,Women
N°19 Poudré,Chanel,https://www.parfumo.com/Perfumes/Chanel/No_19_Poudre,7.8,590,Women
Poison  Esprit de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/Poison_Esprit_de_Parfum,7.9,541,Women
Yum Boujee Marshmallow | 81,Kayali,https://www.parfumo.com/Perfumes/Kayali/yum-boujee-marshmallow-81,8.0,511,Women
Candy  Eau de Parfum,Prada,https://www.parfumo.com/Perfumes/Prada/Candy_Eau_de_Parfum,7.1,1029,Women
Omnia Crystalline  Eau de Toilette,Bvlgari,https://www.parfumo.com/Perfumes/Bvlgari/Omnia_Crystalline,7.5,746,Women
Hypnotic Poison (2014)  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/Hypnotic_Poison_Eau_de_Parfum,7.9,526,Women
Poison Girl  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/Poison_Girl_Eau_de_Parfum,7.7,637,Women
La Danza delle Libellule  Eau de Parfum,Nobile 1942,https://www.parfumo.com/Perfumes/Nobile_1942/La_Danza_delle_Libellule_Fragranza_Suprema,7.8,586,Women
Perles de Lalique,Lalique,https://www.parfumo.com/Perfumes/Lalique/Perles_De_Lalique,7.5,730,Women
Cassili,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Cassili,7.6,691,Women
L'Ambre des Merveilles,Hermès,https://www.parfumo.com/Perfumes/Hermes/L_Ambre_des_Merveilles,8.0,481,Women
Opium (1977)  Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Opium_1977_Parfum,8.0,496,Women
Mitsouko  Extrait,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Mitsouko_Extrait,9.0,250,Women
You  Eau de Parfum,Glossier,https://www.parfumo.com/Perfumes/Glossier/You,7.5,726,Women
A Drop d'Issey  Eau de Parfum,Issey Miyake,https://www.parfumo.com/Perfumes/Issey_Miyake/a-drop-d-issey-eau-de-parfum,7.7,635,Women
Crystal Noir  Eau de Toilette,Versace,https://www.parfumo.com/Perfumes/Versace/Crystal_Noir_Eau_de_Toilette,7.5,716,Women
L'Instant de Guerlain  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/L_Instant_de_Guerlain,7.8,585,Women
Valentino Donna Rosa Verde,Valentino,https://www.parfumo.com/Perfumes/Valentino/Valentino_Donna_Rosa_Verde,8.1,454,Women
"Love, Chloé",Chloé,https://www.parfumo.com/Perfumes/Chloe/Love,7.8,553,Women
Aqua Allegoria Herba Fresca,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Aqua_Allegoria_Herba_Fresca,7.7,615,Women
Velvet Orchid  Eau de Parfum,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/Velvet_Orchid_Eau_de_Parfum,7.6,659,Women
Girl of Now,Elie Saab,https://www.parfumo.com/Perfumes/Elie_Saab/Girl_of_Now,7.6,661,Women
Aura  Eau de Parfum,Mugler,https://www.parfumo.com/Perfumes/mugler/Aura_Eau_de_Parfum,7.3,803,Women
Madame Chérie,Câline,https://www.parfumo.com/Perfumes/caline/madame-cherie,8.0,464,Women
N°19  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/N19_Eau_de_Toilette,8.4,363,Women
Forever and ever Dior,Dior,https://www.parfumo.com/Perfumes/Dior/Forever_and_Ever_Dior,7.9,498,Women
J'adore Parfum d'Eau,Dior,https://www.parfumo.com/Perfumes/Dior/j-adore-parfum-d-eau,8.0,481,Women
Seductive Noir  Eau de Toilette,Guess,https://www.parfumo.com/Perfumes/Guess/seductive-noir-eau-de-toilette,8.1,422,Women
Olympēa  Eau de Parfum,Rabanne,https://www.parfumo.com/Perfumes/Rabanne/Olympea_Eau_de_Parfum,7.2,868,Women
Cristalle Eau Verte  Eau de Toilette Concentrée,Chanel,https://www.parfumo.com/Perfumes/Chanel/cristalle-eau-verte-eau-de-toilette-concentree,8.1,417,Women
Twilly d'Hermès  Eau de Parfum,Hermès,https://www.parfumo.com/Perfumes/Hermes/twilly-d-hermes-eau-de-parfum,7.4,717,Women
L'Heure Bleue  Eau de Toilette,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/L_Heure_Bleue_Eau_de_Toilette,8.6,307,Women
Euphoria  Eau de Parfum,Calvin Klein,https://www.parfumo.com/Perfumes/Calvin_Klein/Euphoria,7.3,797,Women
Yum Pistachio Gelato | 33  Eau de Parfum,Kayali,https://www.parfumo.com/Perfumes/Kayali/yum-pistachio-gelato-33-eau-de-parfum,7.2,832,Women
Not a Perfume  Eau de Parfum,Juliette Has A Gun,https://www.parfumo.com/Perfumes/Juliette_Has_a_Gun/not-a-perfume-eau-de-parfum,6.7,1305,Women
Narcotic V.  Extrait de Parfum,Nasomatto,https://www.parfumo.com/Perfumes/Nasomatto/Narcotic_Venus_Narcotic_V_,7.9,480,Women
Aromatics Elixir  Perfume,Clinique,https://www.parfumo.com/Perfumes/Clinique/Aromatics_Elixir_Perfume,7.6,619,Women
Alien Goddess  Eau de Parfum,Mugler,https://www.parfumo.com/Perfumes/mugler/alien-goddess-eau-de-parfum,7.2,833,Women
Shalimar Millésime Iris,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/shalimar-millesime-iris,8.3,363,Women
Must de Cartier  Parfum,Cartier,https://www.parfumo.com/Perfumes/Cartier/Must_de_Cartier_Parfum,8.7,273,Women
Nuit et Confidences,Goutal,https://www.parfumo.com/Perfumes/goutal/Nuit_et_Confidences,8.0,431,Women
Habanita (2012)  Eau de Parfum,Molinard,https://www.parfumo.com/Perfumes/Molinard/Habanita_Eau_de_Parfum,8.0,433,Women
Amethyst,Lalique,https://www.parfumo.com/Perfumes/Lalique/Amethyst,7.4,678,Women
Iris Poudre,Editions de Parfums Frédéric Malle,https://www.parfumo.com/Perfumes/Editions_de_Parfum_Frederic_Malle/Iris_Poudre,7.8,505,Women
Baiser Volé  Eau de Parfum,Cartier,https://www.parfumo.com/Perfumes/Cartier/Baiser_Vole_Eau_de_Parfum,7.5,626,Women
Bois des Îles  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Bois_des_Iles_2007,8.1,403,Women
L'Heure de Nuit,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/L_Heure_de_Nuit,8.2,372,Women
Ana Abiyedh Poudrée,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/ana-abiyedh-poudree,7.8,519,Women
Cheirosa '40  Perfume Mist,Sol de Janeiro,https://www.parfumo.com/Perfumes/Sol_de_Janeiro/cheirosa-40-perfume-mist,8.0,444,Women
Emporio Armani - Power of You,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-power-of-you,7.8,518,Women
L'Eau d'Issey  Eau de Toilette,Issey Miyake,https://www.parfumo.com/Perfumes/Issey_Miyake/L_Eau_d_Issey_Eau_de_Toilette,7.3,753,Women
Musk | 12,Kayali,https://www.parfumo.com/Perfumes/Kayali/Musk__12,8.0,428,Women
Scandal Le Parfum,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/scandal-le-parfum,8.0,439,Women
Sun Bleached,Une Nuit Nomade,https://www.parfumo.com/Perfumes/Une_Nuit_Nomade/sun-bleached,7.6,588,Women
Love Tuberose,Amouage,https://www.parfumo.com/Perfumes/Amouage/Love_Tuberose,8.0,421,Women
Paloma Picasso  Eau de Parfum,Paloma Picasso,https://www.parfumo.com/Perfumes/Paloma_Picasso/Paloma_Picasso_Mon_Parfum_Eau_de_Parfum,7.8,476,Women
Viva La Juicy Gold Couture,Juicy Couture,https://www.parfumo.com/Perfumes/Juicy_Couture/Viva_La_Juicy_Gold_Couture,7.9,458,Women
Valaya Exclusif,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/valaya-exclusif,7.9,437,Women
Youth-Dew  Eau de Parfum,Estēe Lauder,https://www.parfumo.com/Perfumes/Estee_Lauder/Youth_Dew_Eau_de_Parfum,7.7,531,Women
Classique  Eau de Parfum,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Classique_Eau_de_Parfum,8.1,404,Women
Mitsouko  Eau de Toilette,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Mitsouko_Eau_de_Toilette,8.3,336,Women
Prada (2004),Prada,https://www.parfumo.com/Perfumes/Prada/Prada_2004,7.8,469,Women
La Femme,Prada,https://www.parfumo.com/Perfumes/Prada/La_Femme,7.7,525,Women
Miss Dior Blooming Bouquet (2014),Dior,https://www.parfumo.com/Perfumes/Dior/Miss_Dior_Blooming_Bouquet_2014,7.7,511,Women
Alien Goddess  Eau de Parfum Intense,Mugler,https://www.parfumo.com/Perfumes/mugler/alien-goddess-eau-de-parfum-intense,8.0,416,Women
Seta,Moresque,https://www.parfumo.com/Perfumes/Moresque/seta,8.0,410,Women
Sì  Fiori Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/S_Fiori,8.1,392,Women
Éclat d'Arpège  Eau de Parfum,Lanvin,https://www.parfumo.com/Perfumes/Lanvin/eclat-d-arpege-eau-de-parfum,7.6,551,Women
Nomade Jasmin Naturel,Chloé,https://www.parfumo.com/Perfumes/Chloe/nomade-jasmin-naturel,8.0,403,Women
Club de Nuit Intense Woman,Armaf,https://www.parfumo.com/Perfumes/Armaf/club-de-nuit-intense-woman,7.9,449,Women
Lamar,Kajal,https://www.parfumo.com/Perfumes/Kajal/lamar,7.9,454,Women
Allure Sensuelle  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Allure_Sensuelle,7.9,425,Women
Must de Cartier  Eau de Toilette,Cartier,https://www.parfumo.com/Perfumes/Cartier/Must_de_Cartier_Eau_de_Toilette,8.1,371,Women
Verveine Cédrat,Jeanne en Provence,https://www.parfumo.com/Perfumes/Jeanne_en_Provence/Verveine_Cedrat,8.0,401,Women
APOM Femme  Eau de Parfum,Maison Francis Kurkdjian,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/apom-femme-eau-de-parfum,7.8,459,Women
Hypnôse  Eau de Parfum,Lancôme,https://www.parfumo.com/Perfumes/Lancome/Hypnse,7.5,612,Women
Coco Mademoiselle  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Coco_Mademoiselle_Eau_de_Toilette,8.0,387,Women
Aqua Allegoria Forte Mandarine Basilic,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/aqua-allegoria-forte-mandarine-basilic,8.0,401,Women
Illusione  Eau de Parfum,Bottega Veneta,https://www.parfumo.com/Perfumes/Bottega_Veneta/Illusione_Eau_de_Parfum,8.0,398,Women
Vol de Nuit  Extrait,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Vol_de_Nuit_Extrait,8.9,216,Women
Flora Gorgeous Gardenia  Eau de Parfum,Gucci,https://www.parfumo.com/Perfumes/Gucci/flora-gorgeous-gardenia-eau-de-parfum,7.4,649,Women
Athalia,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Athalia,7.7,496,Women
Boss Alive  Eau de Parfum,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/boss-alive,7.4,645,Women
Beige  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Beige_Eau_de_Toilette,7.8,456,Women
Infusion d'Iris Absolue,Prada,https://www.parfumo.com/Perfumes/Prada/Infusion_d_Iris_Absolue,8.3,309,Women
White,Puredistance,https://www.parfumo.com/Perfumes/Puredistance/White,8.3,309,Women
Very Good Girl  Eau de Parfum,Carolina Herrera,https://www.parfumo.com/Perfumes/Carolina_Herrera/very-good-girl-eau-de-parfum,7.5,554,Women
The Only One  Eau de Parfum Intense,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/the-only-one-eau-de-parfum-intense,8.0,397,Women
Narciso  Eau de Parfum,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/Narciso,7.6,537,Women
Her Confession,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/her-confession,7.8,454,Women
L  Eau de Parfum,Lolita Lempicka,https://www.parfumo.com/Perfumes/Lolita_Lempicka/L,7.6,523,Women
The Bewitching Yasmine,Penhaligon's,https://www.parfumo.com/Perfumes/Penhaligons/the-bewitching-yasmine,7.7,479,Women
Decadence,Marc Jacobs,https://www.parfumo.com/Perfumes/Marc_Jacobs/Decadence,7.4,608,Women
Hasu-no-Hana  Eau de Parfum,Grossmith,https://www.parfumo.com/Perfumes/Grossmith/Hasu_no_Hana_Eau_de_Parfum,8.5,268,Women
Eternity  Eau de Parfum,Calvin Klein,https://www.parfumo.com/Perfumes/Calvin_Klein/Eternity_Eau_de_Parfum,7.0,843,Women
Flower by Kenzo  Eau de Parfum,Kenzo,https://www.parfumo.com/Perfumes/Kenzo/FlowerbyKenzo,6.9,946,Women
Private Collection  Eau de Parfum,Estēe Lauder,https://www.parfumo.com/Perfumes/Estee_Lauder/Private_Collection_Eau_de_Parfum,8.2,326,Women
Le Parfum  Eau de Parfum,Elie Saab,https://www.parfumo.com/Perfumes/Elie_Saab/Le_Parfum,7.2,687,Women
Gabrielle Chanel  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Gabrielle_Chanel,7.3,661,Women
Safari  Eau de Parfum,Ralph Lauren,https://www.parfumo.com/Perfumes/Ralph_Lauren/Safari_Eau_de_Parfum,8.1,361,Women
Jean-Louis Scherrer  Eau de Toilette,Jean-Louis Scherrer,https://www.parfumo.com/Perfumes/Jean_Louis_Scherrer/Jean_Louis_Scherrer_Eau_de_Toilette,8.1,355,Women
N°5  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/N5_Eau_de_Toilette,8.2,321,Women
Acqua di Gioia  Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Acqua_di_Gioia,6.9,889,Women
Lipstick On,Maison Margiela,https://www.parfumo.com/Perfumes/Maison_Margiela/lipstick-on,7.8,427,Women
Farah  Eau de Parfum,Brecourt,https://www.parfumo.com/Perfumes/Brecourt/farah-haram-eau-de-parfum,8.0,369,Women
Féminité du Bois  Eau de Parfum,Shiseido,https://www.parfumo.com/Perfumes/Shiseido/Feminite_du_Bois_Eau_de_Parfum,8.6,249,Women
Yara  Eau de Parfum,Lattafa,https://www.parfumo.com/Perfumes/Lattafa/yara-eau-de-parfum-1,7.3,659,Women
My Way  Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/my-way-eau-de-parfum,6.7,1048,Women
Loulou  Eau de Parfum,Cacharel,https://www.parfumo.com/Perfumes/Cacharel/Loulou_Eau_de_Parfum,7.1,758,Women
Elixir des Merveilles,Hermès,https://www.parfumo.com/Perfumes/Hermes/Elixir_des_Merveilles,7.8,448,Women
Hugo Deep Red,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/Hugo_Deep_Red,7.5,559,Women
Dolce Vita  Eau de Toilette,Dior,https://www.parfumo.com/Perfumes/Dior/Dolce_Vita_Eau_de_Toilette,7.6,489,Women
À la Rose  Eau de Parfum,Maison Francis Kurkdjian,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/a-la-rose-eau-de-parfum,7.6,524,Women
Manifesto Le Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Manifesto_Le_Parfum,8.5,271,Women
Rush,Gucci,https://www.parfumo.com/Perfumes/Gucci/Rush,7.3,618,Women
Chance  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Chance,7.2,669,Women
Armani Code Satin,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/Armani_Code_Satin,8.3,306,Women
Lust In Paradise  Eau de Parfum,Ex Nihilo,https://www.parfumo.com/Perfumes/Ex_Nihilo/lust-in-paradise-eau-de-parfum,8.0,368,Women
By Night (White),Profumi del Forte,https://www.parfumo.com/Perfumes/Profumi_del_Forte/By_Night_White,8.0,365,Women
Narciso  Eau de Parfum Ambrée,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/narciso-eau-de-parfum-ambree,7.5,550,Women
Cristalle  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Cristalle_Eau_de_Parfum,7.9,385,Women
Shalimar Souffle de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Shalimar_Souffle_de_Parfum,7.7,450,Women
Metallique,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/metallique,7.5,525,Women
Nº 4  Eau de Parfum,Jil Sander,https://www.parfumo.com/Perfumes/Jil_Sander/N_4_Eau_de_Parfum,7.6,490,Women
Bloom  Eau de Parfum,Gucci,https://www.parfumo.com/Perfumes/Gucci/Bloom_Eau_de_Parfum,7.3,614,Women
Shalimar Parfum Initial L'Eau,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Shalimar_Parfum_Initial_L_Eau,8.0,368,Women
Eau Rose  Eau de Toilette,Diptyque,https://www.parfumo.com/Perfumes/Diptyque/Eau_Rose,7.7,430,Women
Kismet (2016),Lubin,https://www.parfumo.com/Perfumes/Lubin/Kismet_2016,8.3,295,Women
Ormonde Woman  Eau de Parfum,Ormonde Jayne,https://www.parfumo.com/Perfumes/Ormonde_Jayne/Ormonde_Woman_Eau_de_Parfum,8.0,370,Women
The Scent for Her  Eau de Parfum,Hugo Boss,https://www.parfumo.com/Perfumes/Hugo_Boss/The_Scent_for_Her_Eau_de_Parfum,7.2,690,Women
1881 pour Femme (1995)  Eau de Toilette,Cerruti,https://www.parfumo.com/Perfumes/Cerruti/1881-pour-femme-1995-eau-de-toilette,7.3,596,Women
Lovefest Burning Cherry | 48  Eau de Parfum,Kayali,https://www.parfumo.com/Perfumes/Kayali/lovefest-burning-cherry-48-eau-de-parfum-1,7.5,515,Women
Roses Vanille  Eau de Parfum,Mancera,https://www.parfumo.com/Perfumes/Mancera/roses-vanille-eau-de-parfum,7.5,512,Women
Paris  Eau de Toilette,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Paris_Eau_de_Toilette,7.7,439,Women
Lancaster  Eau de Toilette Concentrée,Lancaster,https://www.parfumo.com/Perfumes/Lancaster/Lancaster_Concentrate,8.3,288,Women
Organza  Eau de Parfum,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/Organza,7.8,410,Women
Queening,Mind Games,https://www.parfumo.com/Perfumes/mind-games/queening,8.0,356,Women
Blossom Love  Eau de Parfum,Amouage,https://www.parfumo.com/Perfumes/Amouage/Blossom_Love_Eau_de_Parfum,7.4,541,Women
Cheirosa '59,Sol de Janeiro,https://www.parfumo.com/Perfumes/Sol_de_Janeiro/cheirosa-59,7.7,418,Women
Cuir de Russie  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Cuir_de_Russie,8.0,338,Women
Jasmin Noir  Eau de Parfum,Bvlgari,https://www.parfumo.com/Perfumes/Bvlgari/Jasmin_Noir,7.5,498,Women
Balenciaga,Balenciaga,https://www.parfumo.com/Perfumes/Balenciaga/balenciaga,7.8,411,Women
Gabrielle Chanel Essence,Chanel,https://www.parfumo.com/Perfumes/Chanel/gabrielle-chanel-essence,7.8,402,Women
Roberto Cavalli (2012),Roberto Cavalli,https://www.parfumo.com/Perfumes/Roberto_Cavalli/Roberto_Cavalli,7.3,559,Women
Tabu  Eau de Cologne,Dana,https://www.parfumo.com/Perfumes/Dana/Tabu_Eau_de_Cologne,8.0,336,Women
Hiris,Hermès,https://www.parfumo.com/Perfumes/Hermes/Hiris,7.8,396,Women
Cristalle  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Cristalle_Cristal_Eau_de_Toilette,8.2,300,Women
Fate Woman  Eau de Parfum,Amouage,https://www.parfumo.com/Perfumes/Amouage/Fate_Woman,7.9,359,Women
The Wedding Silk Santal | 36,Kayali,https://www.parfumo.com/Perfumes/Kayali/the-wedding-silk-santal-36,8.0,350,Women
Ciel Woman,Amouage,https://www.parfumo.com/Perfumes/Amouage/Ciel_for_Her,7.7,434,Women
Ananda  Eau de Parfum,M. Micallef,https://www.parfumo.com/Perfumes/Martine_Micallef/Ananda,7.7,431,Women
Ambre Gris,Balmain,https://www.parfumo.com/Perfumes/Balmain/Ambre_Gris,7.6,463,Women
Samsara  Eau de Toilette,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Samsara_Eau_de_Toilette,8.3,277,Women
Fracas  Eau de Parfum,Robert Piguet,https://www.parfumo.com/Perfumes/Robert_Piguet/Fracas_Eau_de_Parfum,7.7,409,Women
Scandal,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Scandal,6.9,792,Women
31 Rue Cambon  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/31_rue_Cambon,8.2,297,Women
Pink Sugar  Eau de Toilette,Pink Sugar,https://www.parfumo.com/Perfumes/Pink_Sugar/Pink_Sugar,6.9,765,Women
Satine  Eau de Parfum,Lalique,https://www.parfumo.com/Perfumes/Lalique/Satine_Eau_de_Parfum,7.5,489,Women
Tabac Blond  Eau de Parfum,Caron,https://www.parfumo.com/Perfumes/Caron/Tabac_Blond,8.4,250,Women
Miss Dior (2021)  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/miss-dior-2021-eau-de-parfum,7.3,543,Women
Ange ou Démon  Eau de Parfum,Givenchy,https://www.parfumo.com/Perfumes/Givenchy/Ange_ou_Demon,7.6,430,Women
Bonbon  Eau de Parfum,Viktor & Rolf,https://www.parfumo.com/Perfumes/Viktor_Rolf/bonbon-eau-de-parfum,7.4,504,Women
Miss Dior Chérie (2005)  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/Miss_Dior_Cherie,7.6,421,Women
